,is_employed,self_employed,salary,additional_income,credit_score,eviction,criminal,age,score,is_good
2317,True,False,4501,0,527,1,1,45,77.79817351598173,1.0
2318,False,False,2000,2550,821,1,1,63,60.0,0.0
2319,True,False,2500,6000,543,1,2,30,20.0,0.0
2320,True,False,4900,500,543,1,1,35,20.0,0.0
2321,True,False,1377,0,514,1,1,30,20.0,0.0
2322,True,True,3500,0,543,1,1,44,20.0,0.0
2323,True,False,2760,0,701,1,1,32,60.0,0.0
2324,True,False,2500,0,645,1,1,47,70.0,1.0
2325,True,False,3000,0,717,1,1,35,20.0,0.0
2326,True,False,2100,500,562,1,1,44,20.0,0.0
2327,True,False,2000,0,400,0,0,21,60.0,0.0
2328,False,False,2000,1000,400,0,0,21,60.0,0.0
2329,True,False,2000,0,400,0,0,30,60.0,0.0
2330,True,False,14200,0,850,1,1,56,81.26392694063927,1.0
2331,True,False,2300,0,780,1,1,53,78.80639269406393,1.0
2332,True,False,2816,0,400,0,0,32,60.0,0.0
2333,True,False,2900,0,797,1,1,25,70.0,1.0
2334,False,True,11000,0,839,1,2,53,70.0,1.0
2335,True,False,2500,944,531,1,1,22,70.0,1.0
2336,True,False,5000,0,545,1,1,24,20.0,0.0
2337,True,False,10000,0,585,1,2,23,20.0,0.0
2338,True,False,3500,1269,543,1,1,33,20.0,0.0
2339,True,False,5000,0,652,1,1,25,20.0,0.0
2340,True,False,7227,0,552,1,2,41,20.0,0.0
2341,True,False,4400,0,638,1,1,26,84.20456621004567,1.0
2342,True,False,2500,0,554,1,1,21,20.0,0.0
2343,True,False,2840,0,501,1,2,30,20.0,0.0
2344,True,False,3708,0,639,1,1,21,78.1972602739726,1.0
2345,True,False,8000,0,558,1,1,41,20.0,0.0
2346,True,False,2200,200,725,1,1,21,84.75068493150685,1.0
2347,True,False,2800,0,543,1,1,20,20.0,0.0
2348,True,False,2500,0,768,1,1,22,20.0,0.0
2349,True,False,2000,0,400,0,0,56,60.0,0.0
2350,True,False,2500,0,550,1,1,25,20.0,0.0
2351,True,False,4230,0,693,1,1,26,70.0,1.0
2352,True,False,9000,1900,766,1,1,55,80.21369863013699,1.0
2353,True,False,8000,0,536,1,1,34,20.0,0.0
2354,True,False,2500,0,558,1,1,49,20.0,0.0
2355,True,False,22000,0,775,1,1,26,80.15068493150685,1.0
2356,True,False,3255,0,643,1,1,26,81.97808219178083,1.0
2357,True,False,2300,0,555,1,1,28,20.0,0.0
2358,True,False,2400,0,738,1,2,20,80.3607305936073,1.0
2359,True,False,2100,0,674,1,1,23,78.4703196347032,1.0
2360,True,False,4000,0,681,1,1,33,20.0,0.0
2361,True,False,2200,0,567,1,2,26,20.0,0.0
2362,True,False,3600,0,586,1,1,30,61.09275690167986,0.0
2363,True,False,30070,0,717,1,1,22,70.0,1.0
2364,True,False,8000,3800,797,1,1,52,77.33607305936073,1.0
2365,True,False,8000,0,562,1,1,46,20.0,0.0
2366,True,False,2880,0,540,1,1,36,70.0,1.0
2367,True,False,32,0,400,0,0,23,60.0,0.0
2368,True,False,7750,4000,587,1,1,48,20.0,0.0
2369,True,False,2900,800,546,1,1,36,20.0,0.0
2370,True,False,2800,0,730,1,1,47,70.0,1.0
2371,True,False,1000,0,543,1,1,21,20.0,0.0
2372,False,True,14000,2500,553,1,1,55,20.0,0.0
2373,False,True,4000,1500,787,1,1,30,78.09223744292237,1.0
2374,True,False,3500,0,579,1,1,23,63.00285772920836,0.0
2375,True,False,2660,0,543,1,1,49,70.0,1.0
2376,True,False,3500,0,571,1,1,37,20.0,0.0
2377,True,False,3204,0,543,1,1,36,20.0,0.0
2378,True,False,4900,700,648,1,1,40,25.0,0.0
2379,True,False,2400,0,615,1,1,23,25.0,0.0
2380,True,False,2200,0,647,1,1,23,70.0,1.0
2381,True,False,2500,0,568,1,2,25,43.89592636536871,0.0
2382,True,False,2000,800,543,1,2,41,20.0,0.0
2383,True,False,2320,0,543,1,2,22,25.0,0.0
2384,True,False,2716,300,533,1,1,48,20.0,0.0
2385,True,False,2400,600,604,1,1,22,70.0,1.0
2386,True,False,3500,0,615,1,1,22,20.0,0.0
2387,True,False,4000,0,583,1,1,33,20.0,0.0
2388,True,False,2000,0,568,1,1,34,20.0,0.0
2389,False,False,2000,0,400,0,0,29,60.0,0.0
2390,True,False,2250,2400,522,1,2,24,20.0,0.0
2391,True,False,3800,0,660,1,1,55,20.0,0.0
2392,True,False,4000,0,562,1,2,40,20.0,0.0
2393,True,False,4000,1000,576,1,1,22,70.0,1.0
2394,True,False,2000,2000,657,1,1,30,20.0,0.0
2395,True,False,10000,0,849,1,1,50,81.38995433789954,1.0
2396,True,False,2000,23,551,1,2,42,20.0,0.0
2397,True,False,3900,0,543,1,2,22,20.0,0.0
2398,True,True,2960,0,536,1,1,28,20.0,0.0
2399,True,False,3800,0,692,1,1,26,20.0,0.0
2400,False,True,41000,11000,810,1,1,80,82.65022831050229,1.0
2401,True,False,2400,0,648,1,1,32,70.0,1.0
2402,True,False,2000,0,400,0,0,25,60.0,0.0
2403,True,False,4500,0,594,1,1,24,80.40273972602739,1.0
2404,True,False,2600,0,573,1,1,45,83.93150684931507,1.0
2405,True,False,3172,0,652,1,1,39,25.0,0.0
2406,True,False,3360,0,656,1,1,63,82.44018264840183,1.0
2407,True,False,8400,0,625,1,1,69,20.0,0.0
2408,True,False,10000,0,675,1,1,67,80.77001522070016,1.0
2409,True,False,7000,1000,745,1,1,50,70.0,1.0
2410,True,False,6000,0,601,1,1,43,70.0,1.0
2411,True,False,3185,0,709,1,1,28,78.53333333333333,1.0
2412,True,False,3000,0,682,1,1,29,80.38173515981735,1.0
2413,False,False,2000,1628,559,2,1,32,20.0,0.0
2414,False,False,2000,1500,623,1,1,75,20.0,0.0
2415,True,False,3461,0,726,1,1,29,78.32328767123288,1.0
2416,True,False,2240,0,568,1,1,26,20.0,0.0
2417,True,False,6800,0,668,1,1,38,20.0,0.0
2418,True,False,6788,1055,599,1,1,30,20.0,0.0
2419,True,False,24000,0,498,1,1,55,80.40273972602739,1.0
2420,False,True,20000,4000,700,1,1,53,25.0,0.0
2421,True,False,850,1573,756,1,2,43,20.0,0.0
2422,False,False,2000,0,566,1,1,37,77.31506849315069,1.0
2423,True,False,10000,0,722,1,1,29,77.5041095890411,1.0
2424,True,False,5443,1100,550,1,1,33,20.0,0.0
2425,True,False,2500,0,568,1,1,26,20.0,0.0
2426,True,False,3324,440,554,1,1,37,20.0,0.0
2427,True,False,3650,0,541,1,1,29,20.0,0.0
2428,False,True,1500,1000,400,0,0,25,19.001522070015216,0.0
2429,False,True,3000,0,810,1,1,41,70.0,1.0
2430,False,True,3500,2750,555,1,1,47,20.0,0.0
2431,True,False,2400,0,622,1,2,22,81.76803652968036,1.0
2432,False,True,10000,0,555,1,1,31,77.75616438356164,1.0
2433,False,False,2000,847,537,1,1,35,20.0,0.0
2434,True,False,3680,979,575,1,1,64,25.0,0.0
2435,True,False,3000,0,592,1,2,32,20.0,0.0
2436,True,False,3000,0,614,1,1,26,20.0,0.0
2437,True,False,5000,0,617,1,2,23,70.0,1.0
2438,True,False,10800,0,832,1,1,65,70.0,1.0
2439,True,False,800,3094,543,1,1,70,83.55342465753425,1.0
2440,True,False,4358,0,531,1,1,42,20.0,0.0
2441,True,False,3000,0,400,0,0,26,79.6675799086758,1.0
2442,True,True,1200,0,691,1,2,43,20.0,0.0
2443,True,False,1060,1250,578,1,1,46,70.0,1.0
2444,True,False,1150,0,605,1,1,34,70.0,1.0
2445,True,False,2100,756,593,1,1,32,20.0,0.0
2446,True,False,4700,0,631,1,1,41,79.96164383561644,1.0
2447,True,False,2842,0,768,1,1,39,70.0,1.0
2448,True,False,5632,0,592,1,1,31,70.0,1.0
2449,False,False,2000,1220,553,1,1,37,80.19269406392694,1.0
2450,True,False,5648,0,552,1,1,34,20.0,0.0
2451,True,False,2100,1000,600,1,1,34,20.0,0.0
2452,True,False,3200,0,535,1,1,30,20.0,0.0
2453,True,False,2400,400,621,1,1,32,20.0,0.0
2454,True,False,3000,0,495,1,1,28,20.0,0.0
2455,True,False,4200,0,548,1,1,28,70.0,1.0
2456,True,False,3080,0,618,1,1,30,25.0,0.0
2457,True,False,2200,600,495,1,1,31,20.0,0.0
2458,False,True,2800,3332,549,1,1,40,20.0,0.0
2459,True,False,6160,0,725,1,2,27,25.0,0.0
2460,False,False,2000,38000,786,1,1,47,77.5041095890411,1.0
2461,True,False,4500,0,543,1,1,46,20.0,0.0
2462,True,False,3700,0,573,1,1,32,20.0,0.0
2463,True,False,3000,0,665,1,2,28,20.0,0.0
2464,False,False,2000,0,400,0,0,27,81.47397260273972,1.0
2465,True,False,5000,0,814,1,1,37,83.72146118721462,1.0
2466,True,False,14580,0,835,1,1,50,81.20091324200914,1.0
2467,True,False,2500,0,717,1,1,35,20.0,0.0
2468,True,False,16,0,546,1,1,22,20.0,0.0
2469,True,False,2500,1270,531,1,1,35,20.0,0.0
2470,False,False,2000,0,527,1,1,36,20.0,0.0
2471,True,False,4583,0,694,1,1,51,25.0,0.0
2472,False,False,2000,0,609,1,1,52,20.0,0.0
2473,True,False,3200,0,400,0,0,48,60.0,0.0
2474,True,True,3200,0,593,1,1,26,82.46118721461187,1.0
2475,True,False,620,0,625,1,1,26,20.0,0.0
2476,True,False,5,2,555,1,2,22,20.0,0.0
2477,True,False,1600,0,535,1,1,20,20.0,0.0
2478,True,False,3000,0,547,1,1,26,20.0,0.0
2479,True,False,2000,0,400,0,0,26,60.0,0.0
2480,True,False,3860,0,606,1,1,33,25.0,0.0
2481,True,False,3500,0,592,1,1,47,77.63013698630137,1.0
2482,True,False,2264,0,546,1,2,31,20.0,0.0
2483,True,False,2600,2720,520,1,1,23,20.0,0.0
2484,True,False,9166,5833,841,1,1,56,83.38538812785389,1.0
2485,True,False,1500,0,621,1,1,21,20.0,0.0
2486,False,False,2000,500,675,1,1,20,78.9324200913242,1.0
2487,False,True,35000,0,821,1,1,35,70.0,1.0
2488,True,False,3600,0,704,1,1,46,70.0,1.0
2489,True,False,2000,250,654,1,2,35,20.0,0.0
2490,True,False,4200,0,785,1,1,59,83.93150684931507,1.0
2491,True,False,2400,0,542,1,1,22,80.46575342465754,1.0
2492,True,False,2900,0,606,1,1,21,20.0,0.0
2493,False,True,12000,3500,684,1,1,37,82.18812785388128,1.0
2494,True,False,6791,0,632,1,1,43,25.0,0.0
2495,True,False,3000,0,569,1,2,40,20.0,0.0
2496,True,False,5000,4000,557,1,2,39,20.0,0.0
2497,True,False,2496,0,764,1,1,30,80.48632965611992,1.0
2498,True,False,3412,0,639,1,1,53,25.0,0.0
2499,False,False,2000,1682,539,1,1,45,20.0,0.0
2500,True,False,3410,0,744,1,1,25,20.0,0.0
2501,False,False,2000,0,687,1,1,57,60.0,0.0
2502,False,False,2000,841,716,1,1,36,20.0,0.0
2503,True,False,5000,2800,555,1,1,30,20.0,0.0
2504,True,False,1800,0,570,1,2,30,20.0,0.0
2505,True,True,3500,0,489,1,1,23,20.0,0.0
2506,True,False,3776,767,647,1,1,29,81.99908675799087,1.0
2507,True,False,4800,0,716,1,1,58,78.38630136986302,1.0
2508,True,False,6000,0,606,1,1,31,77.21004566210046,1.0
2509,True,False,5416,808,671,1,1,42,70.0,1.0
2510,True,False,4000,1000,639,1,1,26,60.0,0.0
2511,True,False,2400,1000,661,1,1,59,83.3013698630137,1.0
2512,True,False,3700,0,596,1,2,47,70.0,1.0
2513,False,False,2000,2392,598,1,1,33,70.0,1.0
2514,True,False,6000,0,619,1,1,35,20.0,0.0
2515,True,True,4000,0,602,1,2,35,70.0,1.0
2516,False,True,1000,4000,666,1,1,25,70.0,1.0
2517,True,False,5000,0,575,1,1,29,70.0,1.0
2518,True,False,2000,0,400,0,0,19,60.0,0.0
2519,True,False,2000,0,723,1,1,25,80.25570776255708,1.0
2520,True,False,35500,3600,564,1,1,39,20.0,0.0
2521,True,False,3500,0,549,1,1,23,60.0,0.0
2522,True,False,7000,0,670,1,1,37,84.93972602739726,1.0
2523,False,False,2000,363,547,1,2,24,20.0,0.0
2524,True,False,2000,0,400,0,0,30,60.0,0.0
2525,True,False,2000,0,767,1,1,24,78.76438356164384,1.0
2526,True,False,3900,0,589,1,1,38,20.0,0.0
2527,True,False,2480,0,543,1,2,55,20.0,0.0
2528,True,False,6000,0,566,1,2,38,70.0,1.0
2529,True,False,2195,0,603,1,1,26,60.0,0.0
2530,True,False,4000,0,734,1,1,24,80.75981735159817,1.0
2531,True,False,2400,0,571,1,1,31,70.0,1.0
2532,True,False,3000,0,617,1,1,29,20.0,0.0
2533,False,True,936,1950,649,1,1,29,70.0,1.0
2534,False,True,20000,0,818,1,1,46,25.0,0.0
2535,True,False,4500,0,615,1,2,52,20.0,0.0
2536,False,False,2000,0,400,0,0,20,60.0,0.0
2537,True,False,4000,0,543,1,1,39,20.0,0.0
2538,True,False,2720,1649,400,0,0,39,60.0,0.0
2539,True,True,4843,0,763,1,1,46,77.44109589041096,1.0
2540,True,True,4000,0,523,1,1,30,20.0,0.0
2541,True,False,3392,0,543,1,1,39,20.0,0.0
2542,True,False,4000,0,704,1,1,60,20.0,0.0
2543,True,False,3000,0,595,1,2,41,20.0,0.0
2544,True,False,5000,0,850,1,1,42,81.11689497716895,1.0
2545,False,False,2000,850,543,1,2,49,20.0,0.0
2546,True,False,4000,0,776,1,1,28,81.53698630136986,1.0
2547,True,False,2840,1700,542,1,1,54,68.45999297506147,0.0
2548,True,False,3200,229,540,1,1,32,20.0,0.0
2549,False,False,2000,2200,510,1,1,36,20.0,0.0
2550,True,False,7600,0,819,1,1,40,78.21826484018266,1.0
2551,True,False,4200,2000,776,1,1,27,70.0,1.0
2552,True,False,260000,0,582,1,1,40,20.0,0.0
2553,True,False,2600,0,639,1,1,53,70.0,1.0
2554,True,False,12500,0,842,1,1,57,83.63744292237443,1.0
2555,True,False,117000,0,400,0,0,42,20.0,0.0
2556,False,False,2000,0,679,1,1,58,77.58812785388128,1.0
2557,True,False,5800,0,541,1,1,32,20.0,0.0
2558,True,False,3600,1600,577,1,1,29,20.0,0.0
2559,True,False,2300,0,645,1,1,22,70.0,1.0
2560,True,False,2000,0,567,1,2,28,20.0,0.0
2561,True,False,1500,1100,578,1,2,46,20.0,0.0
2562,True,False,2300,0,579,1,1,36,20.0,0.0
2563,False,False,2000,0,737,1,1,21,80.50776255707763,1.0
2564,True,False,3500,0,538,1,1,30,20.0,0.0
2565,True,False,8000,0,610,1,1,32,25.0,0.0
2566,True,False,5000,0,604,1,1,35,81.47397260273972,1.0
2567,True,False,12,0,716,1,1,25,70.0,1.0
2568,True,False,4270,0,835,1,1,30,81.72602739726027,1.0
2569,True,False,2500,0,639,1,1,20,70.0,1.0
2570,True,False,2481,0,663,1,1,33,20.0,0.0
2571,True,False,4500,2000,729,1,2,27,70.0,1.0
2572,True,False,3800,0,671,1,1,38,20.0,0.0
2573,False,True,2200,0,568,1,1,28,20.0,0.0
2574,True,False,2300,0,543,1,1,43,20.0,0.0
2575,True,False,2600,1338,612,1,1,57,79.98264840182648,1.0
2576,True,False,1660,0,610,1,1,26,20.0,0.0
2577,True,False,2500,0,514,1,1,24,20.0,0.0
2578,True,False,7000,0,844,1,1,59,70.0,1.0
2579,True,False,2000,0,400,0,0,35,60.0,0.0
2580,True,False,3200,0,560,1,2,38,20.0,0.0
2581,True,False,4000,3500,594,1,1,40,20.0,0.0
2582,True,False,4800,0,722,1,1,65,70.0,1.0
2583,True,False,5000,0,628,1,1,35,84.12054794520549,1.0
2584,True,False,1800,0,583,1,1,29,70.0,1.0
2585,False,False,2000,1728,543,1,1,36,20.0,0.0
2586,False,True,2600,5000,695,1,1,41,77.31506849315069,1.0
2587,False,False,2000,865,617,1,1,36,20.0,0.0
2588,True,True,6500,8000,753,1,1,52,86.30502283105022,1.0
2589,True,False,20,900,554,1,1,34,20.0,0.0
2590,True,False,10000,0,604,1,1,52,84.56164383561644,1.0
2591,False,False,2000,100,680,1,1,42,20.0,0.0
2592,False,False,2000,11000,659,1,1,70,81.8730593607306,1.0
2593,False,False,2000,4600,400,0,0,24,78.4703196347032,1.0
2594,True,False,2300,0,610,1,1,27,20.0,0.0
2595,True,False,2000,0,400,0,0,24,60.0,0.0
2596,False,False,2000,874,557,1,1,49,20.0,0.0
2597,True,False,15000,0,802,1,1,51,82.16712328767123,1.0
2598,True,False,6774,0,543,1,2,26,20.0,0.0
2599,True,False,3000,0,400,0,0,45,60.0,0.0
2600,True,False,2880,0,591,1,1,26,70.0,1.0
2601,True,False,3500,0,535,1,1,25,20.0,0.0
2602,True,False,5000,1000,780,1,1,39,25.0,0.0
2603,True,False,12997,0,774,1,1,55,70.0,1.0
2604,True,False,5200,0,585,1,1,23,20.0,0.0
2605,True,False,2863,0,623,1,1,27,70.0,1.0
2606,True,False,2000,0,400,0,0,34,60.0,0.0
2607,False,False,2000,3400,812,1,1,53,82.14706553854418,1.0
2608,True,False,2000,0,400,0,0,50,81.13789954337899,1.0
2609,False,True,750,841,548,1,1,41,20.0,0.0
2610,True,False,3380,0,798,1,1,27,70.0,1.0
2611,True,False,7500,0,543,1,1,48,20.0,0.0
2612,True,False,2500,0,543,1,1,19,20.0,0.0
2613,True,False,2800,0,547,1,2,35,20.0,0.0
2614,True,False,3040,0,640,1,1,32,20.0,0.0
2615,True,True,2700,0,579,1,1,36,20.0,0.0
2616,True,False,3780,0,798,1,1,40,70.0,1.0
2617,True,False,3980,0,738,1,1,25,83.88949771689498,1.0
2618,True,False,3400,841,548,1,1,34,20.0,0.0
2619,True,False,5000,0,532,1,1,42,20.0,0.0
2620,True,False,2000,0,400,0,0,44,60.0,0.0
2621,True,False,3076,0,538,1,1,31,62.54845174052095,0.0
2622,True,False,5280,0,652,1,1,45,20.0,0.0
2623,True,False,6100,0,673,1,1,45,84.91872146118722,1.0
2624,True,False,3000,0,660,1,1,24,70.0,1.0
2625,True,False,2000,0,400,0,0,22,60.0,0.0
2626,True,False,3000,0,505,1,1,24,20.0,0.0
2627,True,False,2191,0,603,1,1,26,60.0,0.0
2628,True,False,4850,0,560,1,1,57,20.0,0.0
2629,True,False,1000,1200,509,1,1,24,70.0,1.0
2630,False,True,2000,1840,582,1,2,36,20.0,0.0
2631,True,False,5800,0,794,1,1,46,79.75159817351599,1.0
2632,True,False,2400,600,533,1,1,24,20.0,0.0
2633,True,False,1800,0,670,1,1,22,20.0,0.0
2634,True,False,2800,0,519,1,1,33,20.0,0.0
2635,True,False,16000,0,832,1,1,52,81.91506849315068,1.0
2636,True,False,6700,0,763,1,1,26,79.68858447488584,1.0
2637,True,False,4000,0,818,1,1,50,84.35159817351598,1.0
2638,True,False,2400,0,623,1,1,30,70.0,1.0
2639,True,True,5000,0,658,1,1,50,82.31415525114156,1.0
2640,True,False,2884,0,491,1,1,29,20.0,0.0
2641,False,False,2000,0,634,1,1,22,60.0,0.0
2642,True,False,30000,0,850,1,1,61,83.0283105022831,1.0
2643,True,False,7346,0,656,1,1,54,74.97257170723059,1.0
2644,True,False,2000,0,784,1,1,27,78.02922374429224,1.0
2645,True,False,1032,500,589,1,1,28,20.0,0.0
2646,True,False,3500,0,517,1,1,43,20.0,0.0
2647,True,False,6000,1800,777,1,1,57,79.22648401826484,1.0
2648,True,False,3200,0,685,1,1,22,74.14157835788748,1.0
2649,True,False,7916,0,682,1,1,38,70.0,1.0
2650,True,False,14000,0,776,1,1,40,84.35159817351598,1.0
2651,True,False,5000,0,699,1,1,31,68.32215954875102,0.0
2652,False,False,2000,860,543,1,2,54,70.0,1.0
2653,True,False,2500,1000,561,1,1,30,70.0,1.0
2654,True,False,4200,841,569,1,1,29,20.0,0.0
2655,True,False,4600,0,640,1,1,35,25.0,0.0
2656,True,False,6000,300,681,1,1,22,20.0,0.0
2657,True,False,2000,0,400,0,0,67,60.0,0.0
2658,True,False,2100,0,562,1,2,37,20.0,0.0
2659,True,False,1920,300,563,1,2,28,20.0,0.0
2660,True,False,4300,0,572,1,1,27,20.0,0.0
2661,True,True,4600,2300,576,1,1,29,72.99828857009312,0.0
2662,True,False,1280,1200,666,1,1,24,79.98264840182648,1.0
2663,True,False,2500,0,704,1,1,28,82.73424657534247,1.0
2664,True,False,1840,794,559,1,1,26,20.0,0.0
2665,True,False,2960,0,555,1,1,47,20.0,0.0
2666,True,False,3200,0,543,1,1,33,70.0,1.0
2667,True,False,3500,0,550,1,1,22,20.0,0.0
2668,True,False,6100,3500,608,1,1,49,79.85662100456621,1.0
2669,True,False,4600,0,635,1,1,34,70.0,1.0
2670,True,False,2445,0,492,1,1,33,20.0,0.0
2671,False,False,2000,0,591,1,1,35,20.0,0.0
2672,True,False,5400,750,611,1,1,50,68.84713343480468,0.0
2673,True,False,5100,0,693,1,1,51,69.33717613257402,0.0
2674,True,False,2400,0,621,1,2,33,20.0,0.0
2675,True,False,2229,0,680,1,1,37,70.0,1.0
2676,True,False,1300,0,621,1,1,20,81.0958904109589,1.0
2677,True,False,2880,0,657,1,1,23,83.19634703196347,1.0
2678,True,False,1920,0,604,1,1,30,70.0,1.0
2679,True,False,5700,0,717,1,1,23,70.0,1.0
2680,True,False,3500,0,684,1,1,42,70.0,1.0
2681,True,False,5700,0,589,1,1,30,20.0,0.0
2682,True,False,2120,0,681,1,2,24,77.65114155251142,1.0
2683,True,False,2500,543,518,1,2,33,20.0,0.0
2684,True,False,1000,0,543,1,4,30,20.0,0.0
2685,True,False,7000,0,533,1,1,32,20.0,0.0
2686,True,False,7900,0,655,1,1,35,79.33150684931506,1.0
2687,True,False,2800,561,654,1,1,36,70.0,1.0
2688,True,False,6000,0,542,1,1,56,81.34794520547945,1.0
2689,False,False,2000,1772,596,1,2,59,20.0,0.0
2690,True,False,2400,380,612,1,1,35,20.0,0.0
2691,True,False,2280,0,589,1,1,48,20.0,0.0
2692,False,True,7000,0,700,1,1,36,20.0,0.0
2693,True,False,2600,0,602,1,1,24,81.85205479452055,1.0
2694,True,False,2200,500,613,1,1,33,70.0,1.0
2695,True,True,3500,0,571,1,1,38,20.0,0.0
2696,True,False,3200,0,610,1,1,42,70.0,1.0
2697,True,False,2500,0,603,1,1,24,70.0,1.0
2698,False,False,2000,844,580,1,1,45,20.0,0.0
2699,True,False,3000,0,804,1,1,35,70.0,1.0
2700,True,False,2000,0,400,0,0,55,60.0,0.0
2701,False,True,3000,3200,593,1,1,59,20.0,0.0
2702,True,False,2080,794,588,1,1,33,20.0,0.0
2703,True,False,2700,0,543,1,1,21,70.0,1.0
2704,True,False,3600,0,544,1,1,66,20.0,0.0
2705,True,False,2700,0,747,1,1,25,81.43196347031963,1.0
2706,True,False,15000,0,832,1,1,50,82.6082191780822,1.0
2707,False,False,2000,0,543,1,1,29,20.0,0.0
2708,True,False,2600,240,543,1,1,32,20.0,0.0
2709,True,False,2600,0,565,1,1,21,20.0,0.0
2710,True,False,2700,0,532,1,1,33,20.0,0.0
2711,True,False,3000,0,590,1,1,31,70.0,1.0
2712,True,False,5400,0,826,1,1,49,64.72165588855665,0.0
2713,True,False,1000,500,543,1,2,32,20.0,0.0
2714,True,False,2600,400,540,1,1,36,20.0,0.0
2715,True,False,3500,0,590,1,1,29,20.0,0.0
2716,True,False,4900,0,652,1,1,34,83.8054794520548,1.0
2717,True,True,2150,1210,696,1,1,72,70.0,1.0
2718,True,True,1800,800,649,1,1,25,79.32341687589012,1.0
2719,True,True,25000,0,770,1,1,55,70.0,1.0
2720,True,False,10000,0,543,1,1,53,20.0,0.0
2721,True,False,3312,0,546,1,1,39,60.02153328526797,0.0
2722,True,False,4000,0,522,1,1,31,77.90319634703197,1.0
2723,True,False,3400,0,617,1,1,32,77.65114155251142,1.0
2724,True,False,2200,0,763,1,2,25,70.0,1.0
2725,True,False,3000,0,731,1,1,27,70.0,1.0
2726,True,False,6800,0,764,1,1,26,70.0,1.0
2727,True,False,3840,0,709,1,2,27,70.0,1.0
2728,False,True,3500,0,709,1,1,23,79.22648401826484,1.0
2729,True,False,7000,1000,581,1,1,32,20.0,0.0
2730,True,False,1000,0,646,1,1,19,20.0,0.0
2731,False,False,2000,794,493,1,1,21,20.0,0.0
2732,True,True,2400,1000,535,1,1,29,20.0,0.0
2733,True,False,3200,570,534,1,1,38,20.0,0.0
2734,False,True,3000,600,400,0,0,26,60.0,0.0
2735,True,False,2800,1000,603,1,1,31,70.0,1.0
2736,True,False,2400,0,693,1,1,24,79.03744292237442,1.0
2737,True,True,8000,0,703,1,1,38,79.91963470319635,1.0
2738,True,False,8400,0,769,1,1,47,70.0,1.0
2739,True,False,2880,0,508,1,2,28,20.0,0.0
2740,True,False,5500,1800,573,1,1,32,20.0,0.0
2741,True,False,7614,6000,759,1,1,50,83.36438356164383,1.0
2742,True,False,4000,1600,529,1,2,31,20.0,0.0
2743,True,False,6000,0,645,1,1,42,70.0,1.0
2744,True,False,7200,0,761,1,1,51,81.89406392694065,1.0
2745,True,False,50000,0,692,1,1,22,78.78538812785388,1.0
2746,False,True,20000,0,747,1,1,24,70.0,1.0
2747,True,False,1900,841,654,1,1,28,20.0,0.0
2748,True,False,3800,0,598,1,1,22,20.0,0.0
2749,True,False,2400,0,651,1,1,20,84.09954337899543,1.0
2750,True,False,3100,0,754,1,1,31,78.02922374429224,1.0
2751,False,True,5000,2000,685,1,1,57,20.0,0.0
2752,True,False,55000,2126,591,1,1,32,20.0,0.0
2753,True,False,3900,2500,543,1,1,22,20.0,0.0
2754,True,False,3500,875,540,1,1,34,20.0,0.0
2755,True,False,4000,0,543,1,1,38,48.29499256066903,0.0
2756,True,False,2000,0,600,1,1,36,25.0,0.0
2757,True,False,2216,0,560,1,2,27,20.0,0.0
2758,True,False,1258,0,541,1,1,33,20.0,0.0
2759,True,False,4500,0,400,0,0,39,20.0,0.0
2760,True,False,2400,0,566,1,1,21,20.0,0.0
2761,False,True,3000,0,830,1,1,28,81.68401826484018,1.0
2762,True,False,4000,0,769,1,1,30,70.0,1.0
2763,False,True,32000,0,621,1,1,49,20.0,0.0
2764,True,False,3200,891,532,1,1,32,20.0,0.0
2765,True,False,10000,12000,707,1,1,64,70.0,1.0
2766,True,False,2000,350,603,1,1,21,82.41917808219178,1.0
2767,True,False,2240,0,543,1,1,46,65.24706708816298,0.0
2768,True,False,1000,0,400,0,0,20,60.0,0.0
2769,True,False,3800,0,549,1,1,32,20.0,0.0
2770,True,False,2400,0,612,1,1,22,70.0,1.0
2771,True,False,6166,0,749,1,1,27,70.0,1.0
2772,True,False,5500,2400,535,1,1,31,70.0,1.0
2773,True,False,2629,500,701,1,1,54,60.0,0.0
2774,True,False,6700,0,607,1,1,43,70.0,1.0
2775,False,False,2000,2265,710,1,2,73,20.0,0.0
2776,True,False,6000,0,754,1,1,39,78.49132420091324,1.0
2777,True,False,4000,1000,644,1,1,22,70.0,1.0
2778,True,False,2300,0,609,1,1,21,80.1296803652968,1.0
2779,True,False,3500,0,600,1,1,30,25.0,0.0
2780,True,False,2000,0,400,0,0,25,60.0,0.0
2781,True,False,2654,0,590,1,1,44,20.0,0.0
2782,True,False,3500,0,400,0,0,30,60.0,0.0
2783,True,False,1000,0,803,1,1,23,25.0,0.0
2784,True,False,4500,0,535,1,1,32,20.0,0.0
2785,True,False,3000,3500,614,1,1,37,20.0,0.0
2786,True,False,4368,0,561,1,1,49,20.0,0.0
2787,True,False,3200,0,627,1,1,38,81.70502283105023,1.0
2788,True,False,5000,794,531,1,1,40,20.0,0.0
2789,True,False,3200,0,623,1,1,27,81.6,1.0
2790,True,False,2000,0,400,0,0,39,60.0,0.0
2791,True,False,6250,7085,802,1,1,49,70.0,1.0
2792,False,True,6500,0,520,1,1,31,78.05022831050228,1.0
2793,True,False,3500,0,514,1,1,42,20.0,0.0
